,ilce_adi,mahalle_adi,mahalle_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,mahalle_nufus,segment
270,BÜYÜKÇEKMECE,EKÝNOBA,40886,8,29,115,183,14,7,40,77,1,1,2,1061,1.0,280.0,240.0,343.0,130.0,48.0,6987,3
271,BÜYÜKÇEKMECE,FATÝH,40848,29,80,306,422,31,16,88,166,1,1,3,1920,145.0,637.0,475.0,862.0,392.0,3.0,12040,1
272,BÜYÜKÇEKMECE,GÜZELCE,40883,41,174,635,734,6,2,30,65,2,3,3,1076,0.0,1283.0,1236.0,2499.0,14.0,6.0,19379,0
273,BÜYÜKÇEKMECE,HÜRRÝYET,40889,28,92,375,535,22,14,68,139,1,2,4,1902,176.0,910.0,650.0,1463.0,273.0,0.0,6836,0
274,BÜYÜKÇEKMECE,KAMÝLOBA,40929,6,56,313,541,0,0,1,7,2,3,3,549,0.0,52.0,2090.0,1943.0,196.0,3.0,20603,0
275,BÜYÜKÇEKMECE,KARAAÐAÇ,40849,5,39,219,416,0,0,0,0,1,1,1,227,0.0,273.0,1511.0,1780.0,4.0,0.0,6800,0
276,BÜYÜKÇEKMECE,KUMBURGAZ,40884,20,81,328,444,3,1,17,39,1,2,2,801,0.0,954.0,556.0,1406.0,104.0,0.0,2529,0
277,BÜYÜKÇEKMECE,MÝMAR SÝNAN MERKEZ,40887,42,98,324,412,21,13,61,109,1,1,3,967,298.0,539.0,493.0,1106.0,204.0,20.0,6850,0
278,BÜYÜKÇEKMECE,MÝMAROBA,140376,10,35,143,265,22,12,63,117,1,1,2,1453,0.0,402.0,316.0,340.0,271.0,107.0,18376,1
279,BÜYÜKÇEKMECE,MURAT ÇEÞME,40888,15,61,246,351,15,7,49,98,1,2,4,1423,9.0,593.0,483.0,878.0,188.0,19.0,8814,0
280,BÜYÜKÇEKMECE,PINARTEPE,40868,22,85,326,465,25,11,75,148,2,3,4,1849,1.0,611.0,768.0,1031.0,343.0,6.0,15632,0
281,BÜYÜKÇEKMECE,SÝNANOBA,140374,20,78,273,349,22,11,62,116,1,1,2,1681,0.0,639.0,452.0,857.0,130.0,104.0,18425,0
282,BÜYÜKÇEKMECE,TÜRKOBA,40892,23,115,521,740,3,2,17,55,2,1,6,1216,45.0,1404.0,1197.0,2576.0,39.0,31.0,14778,0
283,BÜYÜKÇEKMECE,ULUS,40890,33,93,361,472,25,16,71,135,1,1,3,1732,326.0,738.0,470.0,1325.0,209.0,0.0,13189,0
284,BÜYÜKÇEKMECE,YENÝMAHALLE,40885,10,40,161,207,0,0,6,14,1,1,1,238,0.0,491.0,207.0,667.0,31.0,0.0,15732,3
285,ÇATALCA,AKALAN,191781,1,4,18,52,0,0,0,1,0,0,0,11,0.0,337.0,72.0,409.0,0.0,0.0,1986,3
286,ÇATALCA,ATATÜRK,40903,0,1,10,48,0,0,0,0,0,0,0,234,90.0,245.0,310.0,642.0,3.0,0.0,1085,3
287,ÇATALCA,AYDINLAR,191783,0,1,9,39,0,0,0,0,0,0,0,249,254.0,169.0,199.0,620.0,2.0,0.0,1127,3
288,ÇATALCA,BAHÞAYÝÞ,40902,0,3,15,37,0,0,0,0,0,0,0,5,0.0,6.0,198.0,204.0,0.0,0.0,829,3
289,ÇATALCA,BAÞAK,191821,0,0,5,19,0,0,0,0,0,0,0,186,68.0,56.0,86.0,210.0,0.0,0.0,367,3
290,ÇATALCA,BELGRAT,191823,0,0,5,20,0,0,0,0,0,0,0,19,0.0,16.0,215.0,231.0,0.0,0.0,386,3
291,ÇATALCA,CELEPKÖY,191825,0,0,3,12,0,0,0,0,0,0,0,12,0.0,2.0,156.0,158.0,0.0,0.0,358,3
292,ÇATALCA,ÇAKIL,40899,10,47,218,397,0,0,2,4,1,1,2,8,100.0,660.0,946.0,1706.0,0.0,0.0,2491,0
293,ÇATALCA,ÇANAKÇA,191785,1,7,46,142,0,0,0,1,0,0,0,47,81.0,365.0,726.0,1168.0,4.0,0.0,2598,3
294,ÇATALCA,ÇÝFTLÝKKÖY,40917,0,2,17,67,0,0,0,0,0,0,0,63,145.0,193.0,506.0,842.0,2.0,0.0,239,3
295,ÇATALCA,DAÐYENÝCE,191787,1,3,15,45,0,0,0,0,0,0,0,8,43.0,136.0,210.0,389.0,0.0,0.0,1872,3
296,ÇATALCA,ELBASAN,191789,2,9,48,100,0,0,0,0,0,0,1,0,0.0,190.0,291.0,481.0,0.0,0.0,713,3
297,ÇATALCA,FATÝH,40904,0,1,9,41,0,0,0,0,0,0,0,42,184.0,262.0,428.0,873.0,1.0,0.0,563,3
298,ÇATALCA,FERHATPAÞA,40897,8,40,225,550,3,1,15,38,1,1,2,3,45.0,813.0,1462.0,1788.0,532.0,0.0,1257,0
299,ÇATALCA,GÖKÇEALÝ,191791,1,6,40,109,0,0,0,1,0,0,0,74,0.0,409.0,312.0,720.0,0.0,1.0,21572,3
300,ÇATALCA,GÜMÜÞPINAR,191793,0,1,8,31,0,0,0,0,0,0,0,3,0.0,277.0,120.0,396.0,1.0,0.0,1812,3
301,ÇATALCA,HALLAÇLI,191795,3,8,37,98,0,0,0,1,0,0,1,48,0.0,434.0,392.0,826.0,0.0,0.0,851,3
302,ÇATALCA,HÝSARBEYLÝ,191827,0,0,3,13,0,0,0,0,0,0,0,50,0.0,6.0,169.0,175.0,0.0,0.0,1213,3
303,ÇATALCA,ÝHSANÝYE,191797,2,8,37,102,0,0,0,1,0,0,0,59,226.0,354.0,172.0,742.0,10.0,0.0,369,3
304,ÇATALCA,ÝNCEÐÝZ,191799,1,7,42,108,0,0,0,0,0,1,0,72,0.0,416.0,245.0,661.0,0.0,0.0,1641,3
305,ÇATALCA,ÝZZETTÝN,40900,1,7,56,150,0,0,0,0,0,1,1,88,0.0,243.0,703.0,944.0,2.0,0.0,772,3
306,ÇATALCA,KABAKÇA,191801,5,17,76,193,0,0,0,1,0,0,1,16,153.0,677.0,461.0,1291.0,0.0,0.0,1017,3
307,ÇATALCA,KALEÝÇÝ,40898,9,42,213,436,1,1,6,15,1,1,2,232,71.0,880.0,1051.0,1920.0,82.0,0.0,1624,0
308,ÇATALCA,KALFA,191803,0,1,11,39,0,0,0,0,0,0,0,16,87.0,142.0,173.0,402.0,0.0,0.0,7503,3
309,ÇATALCA,KARACAKÖY MERKEZ,40916,0,2,27,98,0,0,0,0,0,0,1,13,0.0,25.0,1009.0,1032.0,2.0,0.0,776,3
310,ÇATALCA,KARAMANDERE,191829,0,1,7,27,0,0,0,0,0,0,0,18,12.0,11.0,326.0,348.0,1.0,0.0,2490,3
311,ÇATALCA,KESTANELÝK,191805,1,6,41,118,0,0,1,1,0,0,0,12,57.0,412.0,402.0,861.0,10.0,0.0,553,3
312,ÇATALCA,KIZILCAALÝ,191807,0,1,8,26,0,0,0,0,0,0,0,33,0.0,0.0,204.0,198.0,6.0,0.0,2286,3
313,ÇATALCA,MURATBEY MERKEZ,40905,1,13,80,157,0,0,0,1,0,1,1,6,0.0,19.0,678.0,689.0,8.0,0.0,220,3
314,ÇATALCA,NAKKAÞ,40909,2,8,39,100,0,0,0,0,0,0,0,50,0.0,338.0,311.0,648.0,1.0,0.0,1409,3
315,ÇATALCA,OKLALI,191809,1,3,22,63,0,0,0,0,0,0,0,16,0.0,304.0,157.0,461.0,0.0,0.0,818,3
316,ÇATALCA,ORMANLI,191831,0,1,13,48,0,0,0,0,0,0,0,69,0.0,8.0,485.0,492.0,1.0,0.0,1345,3
317,ÇATALCA,OVAYENÝCE,40901,11,39,159,261,0,0,1,2,1,1,1,1,103.0,289.0,691.0,1083.0,0.0,0.0,561,3
318,ÇATALCA,ÖRCÜNLÜ,191811,0,2,18,56,0,0,0,0,0,0,0,4,0.0,0.0,421.0,421.0,0.0,0.0,790,3
319,ÇATALCA,ÖRENCÝK,191813,0,1,11,43,0,0,0,0,0,0,0,7,62.0,62.0,409.0,532.0,1.0,0.0,1051,3
320,ÇATALCA,SUBAÞI,191815,2,8,47,130,0,0,0,0,0,0,0,88,67.0,468.0,395.0,928.0,2.0,0.0,1172,3
321,ÇATALCA,YALIKÖY,191833,0,1,12,54,0,0,0,0,0,0,0,40,0.0,29.0,855.0,872.0,12.0,0.0,1444,3
322,ÇATALCA,YAYLACIK,191817,0,0,0,2,0,0,0,0,0,0,0,6,15.0,11.0,4.0,30.0,0.0,0.0,1469,3
323,ÇATALCA,YAZLIK,191819,0,0,6,22,0,0,0,0,0,0,0,25,0.0,0.0,216.0,216.0,0.0,0.0,58,3
324,ÇEKMEKÖY,ALEMDAÐ,40749,1,7,56,160,0,0,1,2,0,0,0,140,64.0,388.0,557.0,889.0,117.0,3.0,356,3
325,ÇEKMEKÖY,AYDINLAR,40766,1,5,53,191,0,0,1,10,0,0,1,296,9.0,527.0,545.0,650.0,403.0,28.0,6527,3
326,ÇEKMEKÖY,CUMHURÝYET,40769,1,4,39,139,0,0,2,7,0,0,0,296,6.0,400.0,354.0,456.0,242.0,62.0,16681,3
327,ÇEKMEKÖY,ÇAMLIK,40753,0,2,25,145,0,0,1,7,0,0,0,233,5.0,370.0,563.0,298.0,634.0,6.0,20672,3
328,ÇEKMEKÖY,ÇATALMEÞE,40750,1,8,63,193,0,0,1,4,0,0,0,184,39.0,470.0,682.0,1010.0,180.0,1.0,8360,3
329,ÇEKMEKÖY,EKÞÝOÐLU,40751,1,7,59,171,0,0,1,4,0,0,0,180,14.0,732.0,325.0,987.0,82.0,2.0,12709,3
330,ÇEKMEKÖY,GÜNGÖREN,40768,0,3,22,82,0,0,1,4,0,0,0,146,18.0,285.0,245.0,342.0,178.0,28.0,7110,3
331,ÇEKMEKÖY,HAMÝDÝYE,40754,1,4,46,224,0,0,2,12,1,2,2,118,0.0,361.0,927.0,506.0,763.0,19.0,8228,3
332,ÇEKMEKÖY,HÜSEYÝNLÝ,191993,1,3,22,67,0,0,0,0,0,0,0,355,38.0,3.0,482.0,517.0,3.0,3.0,29311,3
333,ÇEKMEKÖY,KÝRAZLIDERE,40770,0,2,21,87,0,0,1,4,0,0,0,22,5.0,252.0,241.0,266.0,212.0,20.0,771,3
334,ÇEKMEKÖY,KOÇULLU,191995,1,5,27,67,0,0,0,1,0,0,0,119,53.0,0.0,347.0,397.0,3.0,0.0,8925,3
335,ÇEKMEKÖY,MEHMET AKÝF,40755,1,7,66,310,0,0,3,19,0,0,1,42,9.0,623.0,967.0,630.0,949.0,20.0,1365,3
336,ÇEKMEKÖY,MERKEZ,40756,1,13,113,364,0,0,0,8,0,0,1,455,58.0,482.0,1683.0,1662.0,560.0,1.0,31401,3
337,ÇEKMEKÖY,MÝMAR SÝNAN,40757,1,7,70,251,0,0,2,12,0,0,0,459,4.0,720.0,742.0,930.0,485.0,51.0,24594,3
338,ÇEKMEKÖY,NÝÞANTEPE,40752,0,4,48,143,0,0,0,0,0,0,0,399,0.0,0.0,1023.0,962.0,38.0,23.0,24057,3
339,ÇEKMEKÖY,ÖMERLÝ,40758,3,14,107,281,1,0,0,2,2,2,2,142,108.0,0.0,1602.0,1693.0,17.0,0.0,10236,0
340,ÇEKMEKÖY,REÞADÝYE,191997,0,6,58,169,0,0,0,0,0,0,0,0,1.0,107.0,1105.0,1210.0,3.0,0.0,4073,3
341,ÇEKMEKÖY,SIRAPINAR,191999,1,3,25,70,0,0,0,0,0,0,0,121,23.0,0.0,454.0,475.0,2.0,0.0,2132,3
342,ÇEKMEKÖY,SOÐUKPINAR,40767,0,3,28,95,0,0,0,3,0,0,0,60,15.0,433.0,194.0,472.0,153.0,17.0,885,3
343,ÇEKMEKÖY,SULTANÇÝFTLÝÐÝ,40764,1,4,32,115,0,0,1,6,0,0,0,28,24.0,324.0,379.0,452.0,183.0,92.0,7939,3
344,ÇEKMEKÖY,TAÞDELEN,40765,0,2,18,68,0,0,1,4,0,0,0,127,17.0,126.0,257.0,202.0,143.0,55.0,15472,3
345,ESENLER,BÝRLÝK,40348,17,41,228,567,23,13,63,124,0,0,1,233,520.0,839.0,388.0,703.0,1039.0,5.0,7411,1
346,ESENLER,ÇÝFTE HAVUZLAR,40340,12,23,68,88,11,8,29,51,0,0,1,119,111.0,61.0,99.0,213.0,58.0,0.0,28455,3
347,ESENLER,DAVUTPAÞA,40342,28,57,226,387,37,20,96,174,1,1,2,1713,384.0,357.0,260.0,411.0,590.0,0.0,2567,1
348,ESENLER,FATÝH,40350,41,84,394,837,72,39,190,353,1,1,2,3725,525.0,1035.0,526.0,496.0,1588.0,2.0,16727,2
349,ESENLER,FEVZÝ ÇAKMAK,40345,32,62,263,544,62,34,162,295,0,1,1,2788,366.0,601.0,358.0,221.0,1100.0,4.0,45797,1
350,ESENLER,HAVAALANI,40354,15,40,224,588,20,11,55,111,0,0,1,1579,367.0,1128.0,372.0,751.0,1056.0,60.0,33610,1
351,ESENLER,KAZIM KARABEKÝR,40346,26,52,250,604,51,28,135,252,0,1,1,2463,405.0,652.0,442.0,277.0,1216.0,6.0,34313,1
352,ESENLER,KEMER,40352,31,64,270,519,42,23,111,205,1,1,2,1938,501.0,541.0,327.0,590.0,763.0,16.0,35790,1
353,ESENLER,MENDERES,40347,35,64,266,576,70,39,184,334,0,0,1,2828,497.0,516.0,349.0,260.0,1101.0,1.0,22007,1
354,ESENLER,MÝMAR SÝNAN,40341,23,43,162,293,36,20,94,168,0,0,1,1342,334.0,205.0,188.0,163.0,562.0,2.0,32987,1
355,ESENLER,NAMIK KEMAL,40344,27,54,199,328,33,19,87,157,1,1,2,1680,357.0,248.0,279.0,418.0,466.0,0.0,13092,1
356,ESENLER,NÝNE HATUN,40343,49,90,367,735,102,55,267,480,1,0,1,4062,596.0,752.0,413.0,284.0,1472.0,5.0,16334,2
357,ESENLER,ORUÇREÝS,40355,8,28,220,721,11,6,32,74,1,1,2,1249,369.0,2013.0,453.0,1313.0,1507.0,15.0,43328,1
358,ESENLER,TUNA,40351,32,74,365,775,47,26,125,238,0,0,1,2474,539.0,1122.0,453.0,924.0,1186.0,4.0,45372,1
359,ESENLER,TURGUT REÝS,40353,7,22,178,633,11,6,31,70,0,0,1,1206,591.0,1537.0,412.0,914.0,1617.0,9.0,33398,1
360,ESENLER,YAVUZ SELÝM,40349,8,15,59,107,10,5,26,47,0,0,0,348,92.0,87.0,94.0,103.0,170.0,0.0,46953,3
361,ESENYURT,AKÇABURGAZ,40880,9,44,232,457,8,4,27,62,1,2,4,1166,0.0,657.0,846.0,1083.0,409.0,11.0,3839,0
362,ESENYURT,AKEVLER,181498,2,6,27,62,6,3,16,33,0,0,1,383,0.0,30.0,92.0,31.0,72.0,19.0,19365,3
363,ESENYURT,AKÞEMSEDDÝN,181504,11,34,131,194,12,7,33,63,0,0,1,644,2.0,396.0,114.0,358.0,138.0,16.0,10294,3
364,ESENYURT,ARDIÇLI,40861,9,34,149,226,9,4,27,54,1,0,1,566,2.0,480.0,244.0,586.0,140.0,0.0,6519,3
365,ESENYURT,AÞIK VEYSEL,181518,5,10,47,174,13,7,36,67,0,0,1,629,1.0,353.0,70.0,36.0,199.0,189.0,6767,3
366,ESENYURT,ATATÜRK,40881,12,45,192,306,12,6,34,70,1,1,2,1078,0.0,559.0,387.0,637.0,303.0,6.0,15953,1
367,ESENYURT,BAÐLARÇEÞME,40855,20,62,291,550,38,21,103,201,1,1,2,2579,13.0,949.0,442.0,583.0,802.0,19.0,13077,1
368,ESENYURT,BALIKYOLU,181510,19,70,306,509,29,16,81,162,1,1,1,2456,4.0,736.0,636.0,754.0,620.0,2.0,28514,1
369,ESENYURT,BARBAROS HAYRETTÝN PAÞA,181488,5,14,47,141,26,13,69,126,1,1,1,1126,0.0,134.0,217.0,101.0,74.0,176.0,26828,3
370,ESENYURT,BATTALGAZÝ,181526,10,35,168,322,15,8,44,90,0,0,1,1295,0.0,477.0,347.0,406.0,418.0,0.0,21017,3
371,ESENYURT,CUMHURÝYET,40865,2,4,12,49,14,7,36,64,0,0,1,524,0.0,60.0,49.0,8.0,9.0,92.0,15621,3
372,ESENYURT,ÇINAR,181514,14,45,224,448,26,14,72,145,0,0,1,2209,0.0,751.0,393.0,476.0,649.0,19.0,28093,1
373,ESENYURT,ESENKENT,40862,5,18,96,197,8,3,21,42,0,0,1,637,0.0,551.0,41.0,329.0,221.0,42.0,14369,3
374,ESENYURT,FATÝH,40851,20,52,226,428,37,22,102,196,1,1,1,2269,25.0,664.0,400.0,403.0,666.0,20.0,10183,1
375,ESENYURT,GÖKEVLER,181490,2,6,22,55,12,5,33,60,0,0,1,325,0.0,60.0,59.0,55.0,10.0,54.0,25282,3
376,ESENYURT,GÜZELYURT,40895,9,24,114,241,19,9,53,102,1,1,2,1172,12.0,281.0,284.0,130.0,414.0,33.0,8524,3
377,ESENYURT,HÜRRÝYET,181482,17,59,248,424,28,16,82,163,1,1,2,2240,0.0,403.0,711.0,533.0,581.0,0.0,15146,1
378,ESENYURT,ÝNCÝRTEPE,40852,23,67,279,471,38,21,105,200,1,1,1,2478,11.0,841.0,384.0,521.0,704.0,11.0,24769,1
379,ESENYURT,ÝNÖNÜ,40853,16,50,227,404,31,16,84,162,1,1,1,2201,8.0,799.0,262.0,455.0,613.0,1.0,25506,1
380,ESENYURT,ÝSTÝKLAL,40879,12,44,207,403,17,10,49,101,0,1,1,1349,26.0,553.0,626.0,649.0,555.0,1.0,24472,1
381,ESENYURT,KOZA,181522,4,13,57,118,4,2,14,26,0,0,1,199,4.0,238.0,99.0,254.0,13.0,74.0,18108,3
382,ESENYURT,MEHMET AKÝF ERSOY,181494,7,23,114,251,23,12,65,129,0,1,1,1670,2.0,150.0,434.0,115.0,462.0,9.0,5159,3
383,ESENYURT,MEHTERÇEÞME,40854,16,49,237,491,42,23,120,240,1,1,2,2813,6.0,616.0,567.0,378.0,791.0,20.0,22844,1
384,ESENYURT,MEVLANA,181492,4,9,29,93,22,12,60,107,0,1,1,723,2.0,161.0,39.0,26.0,63.0,113.0,36090,3
385,ESENYURT,NAMIK KEMAL,40856,33,77,289,452,40,22,109,201,1,1,2,2307,112.0,811.0,272.0,460.0,725.0,10.0,13636,1
386,ESENYURT,NECÝP FAZIL KISAKÜREK,181484,14,49,208,344,22,12,62,123,0,1,1,1687,1.0,441.0,464.0,473.0,426.0,7.0,21366,1
387,ESENYURT,ORHAN GAZÝ,40863,6,22,103,193,6,3,18,36,1,1,1,698,0.0,416.0,187.0,394.0,177.0,32.0,17161,3
388,ESENYURT,OSMANGAZÝ,181480,29,117,542,926,25,14,73,153,2,2,4,2628,0.0,1604.0,950.0,1673.0,880.0,1.0,10461,0
389,ESENYURT,ÖRNEK,40857,16,53,246,429,22,12,61,122,0,0,1,1580,49.0,862.0,352.0,736.0,513.0,14.0,18499,1
390,ESENYURT,PINAR,40864,24,73,341,649,47,27,130,255,1,1,2,3114,5.0,1256.0,405.0,768.0,890.0,8.0,29605,1
391,ESENYURT,PÝRÝ REÝS,181486,2,6,24,78,13,7,35,65,0,0,1,542,0.0,42.0,144.0,18.0,63.0,105.0,36477,3
392,ESENYURT,SAADETDERE,40858,33,78,297,476,45,25,120,223,1,1,2,2280,135.0,641.0,500.0,471.0,795.0,10.0,11389,1
393,ESENYURT,SELAHADDÝN EYYUBÝ,181516,12,46,223,439,17,9,51,109,1,1,2,1765,2.0,536.0,616.0,610.0,543.0,1.0,21850,1
394,ESENYURT,SULTANÝYE,181508,11,31,145,285,22,12,61,118,0,0,1,1433,6.0,418.0,251.0,252.0,407.0,16.0,15915,3
395,ESENYURT,SÜLEYMANÝYE,181512,17,53,261,514,32,18,88,174,1,1,1,2401,3.0,868.0,414.0,492.0,791.0,2.0,22624,1
396,ESENYURT,ÞEHÝTLER,181524,11,42,196,350,17,9,48,97,0,0,1,1443,0.0,548.0,371.0,478.0,441.0,0.0,28839,1
397,ESENYURT,TALATPAÞA,40859,16,51,238,460,34,18,93,184,1,1,2,2156,1.0,711.0,467.0,493.0,675.0,11.0,17294,1
398,ESENYURT,TURGUT ÖZAL,181502,19,48,190,329,34,19,93,174,1,1,2,2275,28.0,462.0,266.0,228.0,474.0,54.0,26077,1
399,ESENYURT,ÜÇEVLER,181496,13,40,196,413,30,16,82,163,0,0,1,2031,7.0,512.0,448.0,294.0,662.0,11.0,24050,1
400,ESENYURT,YENÝKENT,40860,16,46,217,411,27,15,73,142,0,0,1,1788,27.0,881.0,210.0,480.0,616.0,22.0,25490,1
401,ESENYURT,YEÞÝLKENT,40866,13,41,185,354,36,20,101,199,1,1,3,1799,0.0,386.0,428.0,349.0,457.0,8.0,20962,1
402,ESENYURT,YUNUS EMRE,181506,18,58,243,384,28,15,78,149,0,0,1,1948,4.0,802.0,217.0,580.0,417.0,26.0,31751,1
403,ESENYURT,ZAFER,181500,7,20,85,172,17,9,47,89,1,1,2,804,1.0,206.0,179.0,149.0,185.0,52.0,18739,3
404,EYÜP,AÐAÇLI,191741,1,4,20,52,0,0,0,0,0,0,0,23,0.0,210.0,139.0,348.0,1.0,0.0,11807,3
405,EYÜP,AKPINAR,191743,4,10,30,65,0,0,2,3,0,0,0,48,1.0,269.0,156.0,425.0,1.0,0.0,671,3
406,EYÜP,AKÞEMSETTÝN,40358,4,18,107,402,3,2,14,38,0,1,1,768,64.0,1501.0,525.0,1131.0,944.0,15.0,2275,3
407,EYÜP,ALÝBEYKÖY,40359,19,49,203,397,9,6,26,52,0,1,1,620,874.0,287.0,384.0,1233.0,232.0,80.0,41073,1
408,EYÜP,ÇIRÇIR,40360,7,26,148,452,2,1,13,30,0,0,1,701,717.0,742.0,904.0,1436.0,733.0,194.0,9569,1
409,EYÜP,ÇÝFTALAN,191745,1,3,7,16,0,0,0,0,0,0,0,11,0.0,65.0,32.0,97.0,0.0,0.0,149,3
410,EYÜP,DEFTERDAR,40361,29,59,207,289,15,10,37,70,0,1,1,515,595.0,164.0,148.0,679.0,226.0,2.0,28537,1
411,EYÜP,DÜÐMECÝLER,40362,14,37,183,340,14,9,39,77,0,0,1,1229,540.0,322.0,248.0,767.0,341.0,2.0,4709,1
412,EYÜP,EMNÝYETTEPE,40363,10,25,108,240,5,3,15,30,0,0,1,436,441.0,104.0,427.0,614.0,349.0,9.0,18435,3
413,EYÜP,ESENTEPE,40364,10,30,137,341,5,4,17,37,0,0,1,822,668.0,81.0,674.0,758.0,633.0,32.0,9397,1
414,EYÜP,GÖKTÜRK MERKEZ,40379,15,64,321,745,6,1,31,76,1,1,2,1564,59.0,1441.0,1537.0,2343.0,692.0,2.0,19987,0
415,EYÜP,GÜZELTEPE,40366,16,43,211,532,9,6,29,62,1,1,1,1175,972.0,374.0,1047.0,1475.0,849.0,69.0,36843,1
416,EYÜP,IÞIKLAR,191747,1,5,22,57,0,0,0,0,0,0,0,24,2.0,188.0,123.0,295.0,18.0,0.0,34564,3
417,EYÜP,ÝHSANÝYE,191749,0,2,6,14,0,0,0,0,0,0,0,9,0.0,60.0,22.0,82.0,0.0,0.0,160,3
418,EYÜP,ÝSLAMBEY,40367,22,54,236,482,16,11,44,87,0,0,1,844,957.0,287.0,576.0,1475.0,345.0,0.0,569,1
419,EYÜP,KARADOLAP,40368,12,41,197,524,5,4,21,47,0,0,1,832,986.0,654.0,764.0,1676.0,573.0,155.0,15321,1
420,EYÜP,MERKEZ,40365,26,53,187,322,15,11,43,79,1,1,1,891,512.0,176.0,406.0,787.0,306.0,1.0,26979,1
421,EYÜP,MÝMAR SÝNAN,40369,5,21,101,197,1,1,5,10,0,0,1,209,138.0,345.0,410.0,830.0,48.0,15.0,10914,3
422,EYÜP,MÝTHATPAÞA,40370,11,40,180,338,2,2,8,18,1,1,1,324,206.0,473.0,847.0,1464.0,62.0,0.0,4882,3
423,EYÜP,NÝÞANCI,40371,24,66,297,492,18,13,50,98,1,1,1,1144,903.0,448.0,307.0,1436.0,222.0,0.0,5179,1
424,EYÜP,ODAYERÝ,191751,0,2,11,27,0,0,0,0,0,0,0,10,1.0,101.0,68.0,170.0,0.0,0.0,16191,3
425,EYÜP,PÝRÝNÇÇÝ,191753,3,13,65,165,0,0,1,6,0,0,0,112,195.0,477.0,248.0,911.0,9.0,0.0,195,3
426,EYÜP,RAMÝ CUMA,40372,10,26,119,244,11,7,32,61,0,0,0,911,345.0,158.0,260.0,347.0,416.0,0.0,3561,3
427,EYÜP,RAMÝ YENÝ,40373,15,36,157,288,11,7,31,60,0,0,1,972,438.0,217.0,324.0,682.0,294.0,3.0,14651,3
428,EYÜP,SAKARYA,40374,6,22,101,265,3,2,11,23,0,0,0,349,774.0,94.0,288.0,909.0,227.0,20.0,13904,3
429,EYÜP,SÝLAHTARAÐA,40375,5,17,90,240,3,2,9,20,0,0,0,342,652.0,53.0,336.0,767.0,267.0,7.0,9966,3
430,EYÜP,TOPÇULAR,40376,26,62,260,366,9,5,26,50,1,1,2,455,483.0,305.0,414.0,1016.0,176.0,10.0,9263,1
431,EYÜP,YEÞÝLPINAR,40378,4,13,83,345,6,3,21,46,0,0,1,727,443.0,575.0,612.0,549.0,1063.0,18.0,4673,1
432,FATÝH,AKSARAY,99127,81,130,350,510,40,27,103,178,1,1,2,1136,1095.0,259.0,121.0,850.0,586.0,39.0,38497,1
433,FATÝH,AKÞEMSETTÝN,99137,64,100,320,654,67,41,174,303,1,1,1,2010,1047.0,436.0,103.0,149.0,1435.0,2.0,11758,2
434,FATÝH,ALEMDAR,40307,10,21,78,161,0,0,2,3,0,1,0,33,294.0,114.0,17.0,203.0,221.0,1.0,24856,3
435,FATÝH,ALÝ KUÞÇU,99141,49,77,222,389,42,28,111,193,0,0,1,1255,721.0,186.0,74.0,376.0,604.0,1.0,488,1
436,FATÝH,ATÝKALÝ,99140,45,73,218,375,52,32,134,234,0,0,1,1747,679.0,167.0,123.0,371.0,598.0,0.0,11253,1
437,FATÝH,AYVANSARAY,99146,111,214,568,848,56,47,154,275,1,1,2,2164,2004.0,259.0,378.0,2231.0,410.0,0.0,15133,2
438,FATÝH,BALABANAÐA,40308,7,12,37,68,0,0,1,2,0,0,0,10,118.0,51.0,1.0,39.0,130.0,1.0,17777,3
439,FATÝH,BALAT,99145,78,144,392,645,51,41,137,246,0,0,1,1618,1352.0,231.0,229.0,1153.0,659.0,0.0,146,1
440,FATÝH,BEYAZIT,40309,19,32,94,135,0,0,1,2,1,0,1,8,297.0,17.0,64.0,357.0,21.0,0.0,13802,3
441,FATÝH,BÝNBÝRDÝREK,40310,12,22,69,100,3,2,7,13,0,0,1,110,173.0,72.0,40.0,129.0,154.0,2.0,114,3
442,FATÝH,CANKURTARAN,40311,25,53,157,211,4,4,11,20,0,0,1,174,485.0,83.0,26.0,542.0,52.0,0.0,1671,3
443,FATÝH,CERRAHPAÞA,99128,50,76,209,293,41,25,106,182,0,1,1,1086,606.0,125.0,75.0,412.0,385.0,9.0,1909,1
444,FATÝH,CÝBALÝ,99143,42,82,245,365,23,18,63,112,0,0,1,964,908.0,136.0,44.0,905.0,183.0,0.0,9147,1
445,FATÝH,DEMÝRTAÞ,40312,18,30,79,105,1,1,3,6,0,0,1,35,248.0,69.0,6.0,248.0,73.0,2.0,8057,3
446,FATÝH,DERVÝÞ ALÝ,40422,60,114,333,560,49,35,131,233,0,0,1,1856,1231.0,242.0,151.0,987.0,637.0,0.0,242,1
447,FATÝH,EMÝN SÝNAN,40313,13,25,77,115,3,3,9,16,0,0,0,142,179.0,132.0,22.0,120.0,212.0,1.0,18632,3
